sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
782,HIV,Telemedicine consultations for stable HIV patients reduce the need for clinic visits.,Lipuisano tsa telemedicine bakeng sa bakuli ba HIV ba tsitsitseng li fokotsa tlhoko ea ho etela kliniki.,WHO,hiv-telemedicine,,reviewed,
1750,Tuberculosis,Supervision and mentoring of healthcare workers improves TB programme quality.,Ho hlahloja le ho ruta basebetsi ba bophelo bo botle ho ntlafatsa boleng ba lenaneo la TB.,WHO,tb-supervision,,reviewed,
3389,Symptoms and Complaints,I have a change in the temperature of my eyelid.,Ke na le phetoho mochesong oa sefahleho sa leihlo la ka.,WHO,symptoms-complaints-v1,,reviewed,
4882,General Patient Education,Medication can help correct chemical imbalances in the brain.,Moriana o ka thusa ho balelisa ho se lekalekane ha likhemikale bokong.,WHO,general-patient-education-v1,,reviewed,
884,HIV,Intrauterine devices are safe and effective for HIV-positive women.,Lisebelisoa tsa ka hare ho sebaka sa ngoana li bolokehile mme li sebetsa bakeng sa basali ba nang le HIV.,WHO,hiv-iud,,reviewed,
2945,Symptoms and Complaints,I have pain in my right hip that radiates to my knee.,Ke na le mahloko lethekeng la ka la le letona a isisoang mangoleng a ka.,WHO,symptoms-complaints-v1,,reviewed,
1092,Tuberculosis,The nurse took my sputum sample and told me I would have results in two hours.,Mooki o nkile sampole ea mathe a ka mme a mpolela hore ke tla ba le liphetho ka hare ho maho a mabeli.,clinical_fieldwork,patient-tb-genexpert,,reviewed,
4784,General Patient Education,Faith-based organisations also provide health and social services.,Mekhatlo e thehiloeng ho tumelo le yona e fana ka litšebeletso tsa bophelo le tsa sechaba.,WHO,general-patient-education-v1,,reviewed,
532,HIV,Osteoporosis is more common in people living with HIV and should be monitored.,Osteoporosis ke e 'ngoe ea tsebo ea batho ba phelang le HIV mme e tlameha ho tsebjwa.,NIH_HIVinfo,hiv-bone-health,,raw,
4023,Maternal and Child Health,I have been told I have anaemia during my pregnancy.,Ke ile ka ba le anaemia ha ke ne ke le monna-wame.,WHO,maternal-child-health-v1,,raw,
4422,General Patient Education,Regular physical activity improves your overall health.,Mesebetsi ea 'mele ea kamehla e ntlafatsa bophelo ba hao ka bophara.,WHO,general-patient-education-v1,,reviewed,
4099,Maternal and Child Health,I was given a vitamin K injection for my baby after birth.,Ke ile ya fihla injection ya vitamin K ngwaneng wa ka ka morao ga tswalo.,WHO,maternal-child-health-v1,,raw,
1728,Tuberculosis,"Every person with TB has the right to dignified, respectful, and confidential care.","Motho e mong le e mong ea nang le TB o na le tokelo ea tlhokomelo e nang le seriti, hlompho, le sephiri.",WHO,tb-patient-rights,,reviewed,
611,HIV,"Poverty, transport costs, and work commitments are common barriers to ART adherence.","Bofuma, litšenyehelo tsa lipalangoa, le boikarabello ba mosebetsi ke meqoqo e tloaelehileng ea ho latela ART.",UNAIDS,hiv-adherence-barriers,,reviewed,
571,HIV,Tell your doctor about all the medicines you are taking including vitamins and herbal remedies.,"U ngenele morui wa hao ka ditho tsotelle tsohle tseo u di jaang, tse kang bitamin le meriana ya setso.",NIH_HIVinfo,hiv-clinic-communication,,raw,
2672,Medication Instructions,Inform your doctor if you are having difficulty with the cost of your medicine.,Tsebisa ngaka ea hau haeba u na le bothata ba theko ea moriana oa hau.,WHO,medication-instructions-v1,,reviewed,
3719,Appointments and Follow-Up,The nurse gave me a pill organiser to help me remember.,Mooki o mphe pill organiser ho nthusa ho hopola.,WHO,appointments-followup-v1,,reviewed,
344,HIV,Progressive multifocal leukoencephalopathy is a brain infection caused by the JC virus.,Progressive multifocal leukoencephalopathy ke bohwibidu ba mokokotlo oo bokelloang ke virusi ya JC.,NIH_HIVinfo,oi-pml,,raw,
3001,Symptoms and Complaints,I have difficulty breathing during physical activity.,Ke na le bothata ba ho hema nakong ea mesebetsi ea 'mele.,WHO,symptoms-complaints-v1,,reviewed,
3140,Symptoms and Complaints,I feel very sick and my stomach is making loud noises.,Ke ikutloa ke kula haholo mme mpa ea ka e etsa medumo e meholo.,WHO,symptoms-complaints-v1,,reviewed,
435,HIV,PrEP is highly recommended for men who have sex with men at high risk of HIV.,PrEP e khothalletsoa haholo bakeng sa banna ba robetsanang le banna ba leng kotsing e kholo ea HIV.,WHO,hiv-msm-prep,,reviewed,
1904,Medication Instructions,"Take one tablet every eight hours, ensuring equal spacing between doses.","Nka pilisi e le ngoe ka maho a robeli, u netefatse hore linako tse lekanang li le lipakeng tsa li-dose.",WHO,medication-instructions-v1,,reviewed,
3805,Appointments and Follow-Up,I want to ask about the side effects of my new medication.,Ke rata ho botsa ka litlamorao tsa moriana oa ka o mocha.,WHO,appointments-followup-v1,,reviewed,
4777,General Patient Education,The national health insurance aims to provide universal health coverage.,Inshorense ea bophelo bo botle ea naha e ikemiseditse ho fana ka koahelo ea bophelo bo botle ho bohle.,WHO,general-patient-education-v1,,reviewed,
2070,Medication Instructions,Do not refrigerate the tablet formulation.,U se ke ua boloka pilisi friji.,WHO,medication-instructions-v1,,reviewed,
1538,Tuberculosis,Pyrazinamide can cause joint pain and elevated uric acid levels.,Pyrazinamide e ka baka mahloko a maqhoa le ho phahama ha maemo a uric acid.,NHS,tb-pyrazinamide-side-effects,,reviewed,
2253,Medication Instructions,Seek medical help if you develop signs of a serious lung reaction.,Batla thuso ea ngaka haeba u ba le lišoaetso tsa karabelo e matla ea matšoafo.,WHO,medication-instructions-v1,,reviewed,
2347,Medication Instructions,This medicine may increase the risk of hyperkalemia with potassium-sparing diuretics.,Moriana ona o ka eketsa kotsi ea hyperkalemia le li-diuretic tse bolokang potassium.,WHO,medication-instructions-v1,,reviewed,
1518,Tuberculosis,Swollen lymph nodes in the neck can indicate extrapulmonary tuberculosis.,Li-lymph node tse ruruhetse molaleng li ka bontša tuberculosis ea kantle ho matšoafo.,WHO,tb-extrapulmonary,,reviewed,
966,HIV,HIV testing during antenatal care is a critical entry point for PMTCT programmes.,Ho hlahlobeloa ha HIV nakong ea tlhokomelo pele ho tsoalo ke monyako oa bohlokoa oa mananeo a PMTCT.,WHO,hiv-anc-testing,,reviewed,
4407,General Patient Education,You have the right to confidentiality about your health information.,O na le tokelo ea sephiri ka tlhahisoleseling ea bophelo ba hao.,WHO,general-patient-education-v1,,reviewed,
529,HIV,Blood pressure should be checked at every HIV clinic visit.,Mofuta wa madi a swanetse ho tshehwa ka nako le nako ka nako ya kena sekolo sa HIV.,WHO,hiv-cardiovascular-monitoring,,raw,
177,HIV,I am pregnant and I just found out I have HIV.,Ke mmele o rona mme ke sa tsoa fumana hore ke na le HIV.,clinical_fieldwork,patient-pmtct,,reviewed,
3483,Symptoms and Complaints,I have a feeling of burning in my renal sinus.,Ke na le maikutlo a ho chesa renal sinuseng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
2544,Medication Instructions,Give the medicine to the child using a medicine spoon for older children.,Fana ka moriana ho ngoana ka ho sebelisa sekhoro sa moriana bakeng sa bana ba baholo.,WHO,medication-instructions-v1,,reviewed,
4936,General Patient Education,Avoid burning waste near homes and communities.,Hana ho chesa molapo haufi le matlo le sechaba.,WHO,general-patient-education-v1,,reviewed,
573,HIV,Ask your healthcare provider to explain your test results in simple language.,Botsa mmusi wa bophelo hao hore a tsebise diphetogo tsa tshehetso ya hao ka puo e bonolo.,WHO,hiv-clinic-communication,,raw,
2300,Medication Instructions,Avoid taking magnesium supplements within two hours of this medicine.,Hana ho nka lisebelisoa tsa magnesium ka hare ho maho a mabeli oa moriana ona.,WHO,medication-instructions-v1,,reviewed,
3509,Appointments and Follow-Up,Can I schedule an appointment for an HIV test?,Na nka rerela appointment bakeng sa tlhahlobo ea HIV?,WHO,appointments-followup-v1,,reviewed,
2460,Medication Instructions,"If you miss a dose of a skin cream, apply it as soon as you remember.","Haeba u lahlehetsoe ke dose ea cream ea letlalo, e sebelise hang hang ha u hopola.",WHO,medication-instructions-v1,,reviewed,
3610,Appointments and Follow-Up,I am here for my ART clinic appointment.,Ke teng bakeng sa appointment ea kliniki ea ART.,WHO,appointments-followup-v1,,reviewed,
4555,General Patient Education,Chew your food slowly and thoroughly for better digestion.,Hlafuna lijo tsa hao butle le ka botlalo bakeng sa ho phehla hantle.,WHO,general-patient-education-v1,,reviewed,
2209,Medication Instructions,Seek medical attention if you develop signs of pancreatitis such as severe abdominal pain.,Batla tlhokomelo ea ngaka haeba u ba le lišoaetso tsa pancreatitis joalo ka mahloko a matla a mpa.,WHO,medication-instructions-v1,,reviewed,
4721,General Patient Education,Wear sunglasses to protect your eyes from UV radiation.,Apara ligilase tsa letsatsi ho sireletsa mahlo a hao ho radiation ea UV.,WHO,general-patient-education-v1,,reviewed,
2756,Symptoms and Complaints,I feel very ill and need immediate medical attention.,Ke ikutloa ke kula haholo mme ke hloka tlhokomelo ea ngaka hang hang.,WHO,symptoms-complaints-v1,,reviewed,
384,HIV,Palliative care should be integrated into HIV care for people with advanced disease.,Tshebetso ya palliative e tsoa lokela ho tshehetswa ho tseba HIV bakeng sa batho ba nang le tshwaetso e pharalletseng.,WHO,hiv-palliative-care,,raw,
853,HIV,Youth-friendly HIV services are designed to meet the specific needs of adolescents.,Litshebeletso tsa HIV tse amohelang bacha li bopiloe ho fihlela litlhoko tsa khethehileng tsa bacha.,WHO,hiv-youth-friendly-services,,reviewed,
1881,Medication Instructions,"Take one tablet daily, increasing to two tablets after one week if tolerated.","Nka pilisi e le ngoe letsatsi le leng le le leng, o eketse ho lipilisi tse peli ka mor'a beke e le ngoe haeba ho mamelloa.",WHO,medication-instructions-v1,,reviewed,
371,HIV,Malaria is more severe and more frequent in people living with HIV.,Malaria e le thata le e le e ngata ho batho ba phelang le HIV.,WHO,hiv-malaria,,raw,
2379,Medication Instructions,This medicine may increase the risk of pulmonary toxicity with other lung-toxic drugs.,Moriana ona o ka eketsa kotsi ea pulmonary toxicity le meriana e meng e kotsi ea matšoafo.,WHO,medication-instructions-v1,,reviewed,
4324,Maternal and Child Health,I would like to discuss family planning with the nurse.,Ke rata ho buisana le mooki ka ho rererela lelapa.,WHO,maternal-child-health-v1,,reviewed,
1106,Tuberculosis,Workplace TB screening programmes are important in high-risk industries such as mining.,Mananeo a ho hlahlobeloa ha TB mafapheng a mosebetsi a bohlokoa meahong e leng kotsing e phahameng joalo ka merafo.,ILO,tb-workplace-screening,,reviewed,
3414,Symptoms and Complaints,I have been leaking urine when I cough.,Ke ntse ke tsoa moroto ha ke kohoa.,WHO,symptoms-complaints-v1,,reviewed,
3947,Appointments and Follow-Up,The nurse told me my wound has healed completely.,Mooki o mpoleletse hore ntoa ea ka e folile ka botlalo.,WHO,appointments-followup-v1,,reviewed,
1337,Tuberculosis,Standard first-line TB treatment is safe and recommended for pregnant women.,Kalafo e tloaelehileng ea pele ea TB e bolokehile ebile e khothaletsoa bakeng sa basali ba bakhachane.,WHO,tb-pregnancy-first-line,,reviewed,
2190,Medication Instructions,This medicine may cause increased sensitivity to cold temperatures.,Moriana ona o ka baka ho amehela haholo mochesong o bata.,WHO,medication-instructions-v1,,reviewed,
4595,General Patient Education,Physical activity helps manage chronic pain.,Mesebetsi ea 'mele e thusa ho laola mahloko a tsoelang pele.,WHO,general-patient-education-v1,,reviewed,
2320,Medication Instructions,Avoid taking sodium bicarbonate at the same time as this medicine.,Hana ho nka sodium bicarbonate ka nako e tšoanang le moriana ona.,WHO,medication-instructions-v1,,reviewed,
4706,General Patient Education,Weight-bearing exercise helps maintain bone density.,Ho itlama ka ho ikhela boima bo thusa ho boloka botenya ba marapo.,WHO,general-patient-education-v1,,reviewed,
3711,Appointments and Follow-Up,The nurse reminded me to attend all my scheduled appointments.,Mooki o nkhumamisitse ho tla li-appointment tsohle tse reretseng.,WHO,appointments-followup-v1,,reviewed,
4849,General Patient Education,All STIs are treatable and most are curable with the right medication.,Li-STI tsohle li ka alafioa mme tse ngata li ka folisoa ka moriana o nepahetseng.,WHO,general-patient-education-v1,,reviewed,
1172,Tuberculosis,"If signs of liver toxicity appear, TB treatment should be stopped and the patient reviewed urgently.","Haeba lišoaetso tsa kotsi ea sebete li hlaha, phekolo ea TB e lokela ho emisoa mme mokuloi a hlahlojoe ka potlako.",WHO,tb-hepatotoxicity-management,,reviewed,
4326,Maternal and Child Health,I would like to change my contraceptive method.,Ke rata ho fetola mokhoa oa ka oa thibelo ea ho mitsa.,WHO,maternal-child-health-v1,,reviewed,
2695,Medication Instructions,Do not take your medicine with copper supplements unless instructed.,U se ke ua nka moriana oa hau le lisebelisoa tsa copper ntle le haeba ho laetsoe.,WHO,medication-instructions-v1,,reviewed,
1423,Tuberculosis,Universal health coverage ensures that all people can access TB prevention and treatment services.,Koahelo ea bophelo bo botle ea bohle e netefatsa hore batho bohle ba ka fihlella litshebeletso tsa thibelo le phekolo ea TB.,WHO,tb-prevention-uhc,,reviewed,
2342,Medication Instructions,Do not take this medicine with anticonvulsant drugs without medical advice.,U se ke ua nka moriana ona le meriana ea anticonvulsant ntle le keletso ea ngaka.,WHO,medication-instructions-v1,,reviewed,
2652,Medication Instructions,Inform your doctor if you are having difficulty with the taste of your medicine.,Tsebisa ngaka ea hau haeba u na le bothata ba tatso ea moriana oa hau.,WHO,medication-instructions-v1,,reviewed,
4156,Maternal and Child Health,I was told to go to the clinic if my baby is not feeding well.,Nkeile ka hloho ho ea kae klinikhe ha ngoanana a sa jele hantle.,WHO,maternal-child-health-v1,,raw,
1465,Tuberculosis,TB treatment literacy empowers patients to understand their treatment and advocate for their own care.,Ho tseba phekolo ea TB ho matlafatsa bakuli ho utloisisa phekolo ea bona le ho ipiletsa bakeng sa tlhokomelo ea bona.,WHO,tb-treatment-literacy,,reviewed,
875,HIV,Community-level stigma reduction programmes create supportive environments for people living with HIV.,Mananeo a ho fokotsa kekello maemong a sechaba a theha tikoloho e tshehelang bakeng sa batho ba phelang le HIV.,UNAIDS,hiv-community-stigma-reduction,,reviewed,
3340,Symptoms and Complaints,I have a rash on my tongue that is very painful.,Ke na le ho ruruha ha letlalo leleme la ka ho bohlokang haholo.,WHO,symptoms-complaints-v1,,reviewed,
4341,Maternal and Child Health,I have been experiencing pain since my IUD was inserted.,Ke ntse ke ikutloa mahloko ho tloha ha IUD ea ka e kentsoa.,WHO,maternal-child-health-v1,,reviewed,
1252,Tuberculosis,I completed all six months of treatment and the doctor told me I was cured.,"Ke qetile likhoeli tsohle tse tšeletseng tsa kalafo, ’me ngaka ea mpolella hore ke folile.",clinical_fieldwork,patient-tb-treatment-completion,,reviewed,
2349,Medication Instructions,This medicine may interact with alpha-blocker drugs; inform your doctor.,Moriana ona o ka kopana le meriana ea alpha-blocker; tsebisa ngaka ea hau.,WHO,medication-instructions-v1,,reviewed,
